Date,Open,High,Low,Close,Adj Close,Volume
2012-10-24,42.312401,42.881100,41.849800,41.965500,29.325010,908868
2012-10-25,41.888401,42.418499,41.753399,42.302799,29.560705,919969
2012-10-26,42.081100,42.466599,41.666698,42.283501,29.547224,1137641
2012-10-29,42.312401,42.746201,42.071499,42.601601,29.769508,357944
2012-10-30,43.025700,43.228100,42.254601,43.179901,30.173615,329516
2012-10-31,43.179901,43.382301,42.293201,43.372700,30.308350,1017600
2012-11-01,43.189499,44.095501,42.784698,43.825699,30.624907,1219501
2012-11-05,43.141300,43.642502,42.794399,43.170200,30.166849,1065429
2012-11-06,43.372700,44.722000,43.199200,44.529301,31.116566,2606977
2012-11-07,44.635300,45.203899,44.259399,44.905201,31.379238,1231329
2012-11-08,45.252102,45.801498,44.596699,45.059399,31.486988,1255295
2012-11-09,45.049702,45.502701,44.355801,45.387100,31.715977,1185989
2012-11-12,45.155800,46.244900,45.155800,46.061798,32.187458,686319
2012-11-13,46.013599,46.264198,45.589500,46.254501,32.322121,896832
2012-11-14,46.061798,46.264198,45.801498,46.264198,32.328903,1073418
2012-11-16,46.023201,46.061798,45.020802,45.666599,31.911299,602695
2012-11-19,45.223202,46.360500,45.223202,46.264198,32.328903,549574
2012-11-21,46.447300,46.630402,45.608799,46.071400,32.194164,933353
2012-11-22,46.312401,46.447300,45.444901,46.206299,32.288429,326404
2012-11-23,46.158100,47.228001,45.550900,46.177399,32.268242,1203316
2012-11-26,45.888302,46.167801,44.432899,44.722000,31.965012,876497
2012-11-27,44.741299,45.011200,44.375000,44.625599,31.896118,505168
2012-11-28,44.847301,45.300301,43.864201,45.107601,32.240620,588274
2012-11-29,45.290699,45.657001,44.693100,45.454601,32.488644,764860
2012-11-30,45.579800,45.579800,44.162998,44.722000,31.965012,1621021
2012-12-03,44.722000,45.001499,43.430500,43.951000,31.413950,899115
2012-12-04,43.864201,43.883499,43.131699,43.565399,31.719759,1188168
2012-12-05,43.565399,44.587101,43.555801,43.902802,31.965427,1251249
2012-12-06,43.912399,44.143700,43.199200,43.854599,31.930328,717445
2012-12-07,43.854599,44.529301,43.565399,43.864201,31.937317,623031
2012-12-10,44.047298,44.134102,43.449799,43.922001,31.979395,654260
2012-12-11,44.124500,44.182301,43.526901,43.951000,32.000523,1279781
2012-12-12,43.835300,44.037701,43.565399,43.999100,32.035545,1109109
2012-12-13,43.806400,44.722000,43.623299,44.673801,32.526779,1178623
2012-12-14,44.789501,45.223202,43.902802,45.107601,32.842628,879298
2012-12-17,45.030499,45.589500,44.673801,45.107601,32.842628,793599
2012-12-18,45.387100,45.589500,44.741299,45.589500,33.193493,635377
2012-12-19,45.493099,46.649700,45.136501,46.264198,33.684750,977759
2012-12-20,46.023201,46.938900,45.637699,46.649700,33.965427,899841
2012-12-21,45.782200,47.131599,45.782200,47.064201,34.267227,849106
2012-12-26,46.601501,47.709900,46.591900,47.497898,34.583000,1385504
2012-12-27,47.228001,47.411098,46.601501,46.842499,34.105808,799098
2012-12-28,46.842499,47.709900,46.611099,47.228001,34.386482,1480230
2013-01-02,47.700298,48.577400,47.526798,47.825600,34.821583,1808190
2013-01-03,47.912300,48.741199,47.613499,48.307499,35.172459,1379798
2013-01-04,48.336399,48.779800,47.584599,48.384602,35.228596,948916
2013-01-07,47.786999,48.577400,47.632801,48.384602,35.228596,675841
2013-01-08,48.587002,48.673801,47.719601,48.577400,35.368977,596366
2013-01-09,48.336399,48.548500,47.854500,48.191799,35.088219,637867
2013-01-10,48.664101,48.664101,47.979801,48.365299,35.214546,605808
2013-01-11,48.587002,49.309898,48.461700,48.943600,35.635593,3265075
2013-01-14,49.348400,49.714699,48.914700,49.676201,36.169014,2982040
2013-01-15,49.348400,49.994202,48.914700,49.734001,36.211094,771707
2013-01-16,49.714699,50.543598,49.493000,50.543598,36.800549,815698
2013-01-17,50.283401,51.073700,50.042400,50.649601,36.877735,1517477
2013-01-18,50.890598,50.977299,49.637600,49.878601,36.316368,4316187
2013-01-21,49.888199,50.890598,49.734001,48.654499,35.425117,1615107
2013-01-22,48.770100,49.059299,47.719601,48.384602,36.361343,1312982
2013-01-23,48.770100,49.059299,47.719601,48.808701,36.680054,810303
2013-01-24,48.548500,49.521900,48.047298,48.693001,36.593098,2720377
2013-01-28,48.461700,48.779800,47.661701,48.114700,36.158508,4036160
2013-01-29,47.796700,48.317101,47.382198,48.211102,36.230942,958772
2013-01-30,47.912300,48.442402,47.700298,48.201500,36.223743,894031
2013-01-31,48.008701,48.664101,47.825600,48.471401,36.426567,1010026
2013-02-01,48.471401,49.097900,47.999100,48.837601,36.701767,739752
2013-02-04,48.818298,49.242401,48.403900,48.895401,36.745213,2442530
2013-02-05,48.818298,48.972500,48.529202,48.914700,36.759708,474769
2013-02-06,48.664101,49.059299,48.182201,48.770100,36.651039,995915
2013-02-07,48.760502,49.396599,47.941200,48.577400,36.506229,872243
2013-02-08,48.529202,49.203899,48.162899,48.654499,36.564175,618051
2013-02-13,48.480999,48.818298,48.076199,48.654499,36.564175,674699
2013-02-14,48.635201,48.635201,47.719601,47.999100,36.071632,694931
2013-02-15,47.825600,47.902699,46.563000,46.563000,34.992393,1543519
