Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,24.330000,24.480000,23.709999,24.139999,24.139999,664500
2017-09-26,24.059999,24.879999,24.059999,24.139999,24.139999,574500
2017-09-27,24.200001,24.309999,22.760000,23.049999,23.049999,1891900
2017-09-28,23.049999,23.070000,22.180000,22.650000,22.650000,1082700
2017-09-29,22.910000,23.010000,22.090000,22.690001,22.690001,1400000
2017-10-02,22.480000,23.870001,22.299999,23.670000,23.670000,1130000
2017-10-03,23.740000,25.400000,23.740000,25.350000,25.350000,1782000
2017-10-04,25.250000,25.600000,24.879999,25.299999,25.299999,943900
2017-10-05,25.420000,25.780001,24.870001,25.080000,25.080000,1348000
2017-10-06,24.520000,24.830000,24.020000,24.150000,24.150000,812500
2017-10-09,24.340000,24.540001,23.730000,24.129999,24.129999,589800
2017-10-10,24.389999,24.959999,24.280001,24.750000,24.750000,826500
2017-10-11,24.510000,24.840000,24.219999,24.260000,24.260000,1300000
2017-10-12,24.260000,24.260000,24.260000,24.260000,24.260000,0
2017-10-13,24.520000,24.559999,23.969999,24.360001,24.360001,709300
2017-10-16,24.549999,24.549999,23.910000,24.150000,24.150000,745700
2017-10-17,24.200001,24.250000,23.370001,24.020000,24.020000,936400
2017-10-18,24.059999,24.459999,23.719999,24.389999,24.389999,1039400
2017-10-19,24.049999,24.370001,23.920000,24.120001,24.120001,750100
2017-10-20,24.110001,25.549999,24.059999,25.549999,25.549999,2104900
2017-10-23,25.389999,26.980000,25.180000,26.450001,26.450001,3094800
