Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,18.209999,18.450001,18.000000,18.150000,18.150000,831600
2017-09-26,18.070000,18.080000,17.660000,17.850000,17.850000,691200
2017-09-27,17.790001,17.820000,17.120001,17.580000,17.580000,2066700
2017-09-28,17.580000,17.670000,17.180000,17.629999,17.629999,1304300
2017-09-29,17.650000,17.990000,17.540001,17.790001,17.790001,898100
2017-10-02,18.000000,18.270000,17.809999,18.200001,18.200001,543700
2017-10-03,18.170000,18.530001,18.160000,18.309999,18.309999,1635400
2017-10-04,18.250000,18.450001,18.080000,18.400000,18.400000,947900
2017-10-05,18.430000,18.650000,18.270000,18.480000,18.480000,826000
2017-10-06,18.400000,18.590000,18.290001,18.549999,18.549999,867100
2017-10-09,18.620001,18.840000,18.459999,18.620001,18.620001,1201000
2017-10-10,18.770000,19.030001,18.730000,18.959999,18.959999,1092700
2017-10-11,19.040001,19.049999,18.490000,18.820000,18.820000,795900
2017-10-12,18.820000,18.820000,18.820000,18.820000,18.820000,0
2017-10-13,18.950001,19.150000,18.750000,18.930000,18.930000,505500
2017-10-16,18.930000,19.049999,18.520000,18.730000,18.730000,597200
2017-10-17,18.719999,18.719999,18.340000,18.440001,18.440001,428100
2017-10-18,18.450001,18.760000,18.370001,18.750000,18.750000,260500
2017-10-19,18.740000,18.990000,18.580000,18.780001,18.780001,809400
2017-10-20,18.809999,19.010000,18.410000,18.510000,18.510000,602600
2017-10-23,18.530001,18.620001,18.150000,18.420000,18.420000,620500
