Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,40.200001,40.369999,39.720001,39.720001,39.720001,255900
2017-09-26,39.630001,40.380001,39.630001,39.779999,39.779999,228200
2017-09-27,40.060001,40.150002,38.590000,38.590000,38.590000,155300
2017-09-28,38.650002,38.700001,37.660000,37.660000,37.660000,437000
2017-09-29,38.000000,39.270000,38.000000,39.099998,39.099998,353100
2017-10-02,39.400002,39.919998,39.060001,39.450001,39.450001,195500
2017-10-03,39.669998,40.720001,39.439999,40.250000,40.250000,392800
2017-10-04,39.900002,39.900002,39.000000,39.049999,39.049999,533500
2017-10-05,39.040001,39.779999,39.040001,39.250000,39.250000,358600
2017-10-06,39.250000,39.400002,38.740002,39.200001,39.200001,219000
2017-10-09,39.110001,39.110001,38.709999,38.799999,38.799999,226500
2017-10-10,39.230000,39.270000,38.900002,39.240002,39.240002,136000
2017-10-11,39.340000,39.540001,38.950001,39.209999,39.209999,257700
2017-10-12,39.209999,39.209999,39.209999,39.209999,39.209999,0
2017-10-13,39.189999,39.580002,38.860001,39.099998,39.099998,301800
2017-10-16,39.450001,39.450001,38.459999,38.880001,38.880001,185200
2017-10-17,38.880001,39.090000,38.000000,38.080002,38.080002,335600
2017-10-18,38.119999,39.430000,38.099998,39.400002,39.400002,421800
2017-10-19,39.299999,41.549999,39.099998,41.320000,41.320000,496600
2017-10-20,41.299999,41.320000,39.580002,39.880001,39.880001,881300
2017-10-23,39.880001,40.619999,39.880001,40.290001,40.290001,286100
