Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,37.330002,38.639999,37.029999,38.299999,38.299999,2731800
2017-09-26,38.500000,38.740002,37.080002,37.430000,37.430000,2525700
2017-09-27,37.450001,37.450001,35.639999,36.660000,36.660000,2455300
2017-09-28,36.389999,37.369999,35.959999,36.660000,36.660000,1474800
2017-09-29,36.840000,37.900002,36.320000,37.900002,37.900002,1636500
2017-10-02,37.680000,38.029999,36.830002,37.139999,37.139999,1705000
2017-10-03,37.250000,38.130001,37.150002,37.619999,37.619999,1304000
2017-10-04,37.869999,37.880001,37.040001,37.750000,37.750000,1389900
2017-10-05,38.090000,38.450001,37.750000,38.000000,38.000000,1412100
2017-10-06,37.549999,38.160000,37.070000,37.610001,37.610001,1160000
2017-10-09,37.799999,37.950001,36.930000,37.520000,37.520000,1250100
2017-10-10,37.900002,38.759998,37.430000,38.610001,38.610001,2597500
2017-10-11,38.500000,38.549999,37.529999,37.900002,37.900002,1922400
2017-10-12,37.900002,37.900002,37.900002,37.900002,37.900002,0
2017-10-13,38.200001,38.400002,37.049999,37.540001,37.540001,3767700
2017-10-16,37.380001,37.380001,36.520000,36.810001,36.810001,1550400
2017-10-17,37.000000,37.040001,35.950001,35.990002,35.990002,2747100
2017-10-18,36.320000,37.040001,35.849998,36.500000,36.500000,2019500
2017-10-19,36.049999,36.509998,35.639999,36.349998,36.349998,1211800
2017-10-20,36.200001,36.820000,36.200001,36.259998,36.259998,1515000
2017-10-23,36.259998,36.430000,34.660000,35.049999,35.049999,2352100
