Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,10.850000,11.200000,10.850000,11.140000,11.140000,25932900
2017-09-26,11.200000,11.650000,11.130000,11.350000,11.350000,14321000
2017-09-27,11.450000,11.610000,11.280000,11.590000,11.590000,18355100
2017-09-28,11.550000,11.780000,11.390000,11.700000,11.700000,7840100
2017-09-29,11.770000,12.140000,11.620000,12.090000,12.090000,11392800
2017-10-02,12.010000,12.490000,11.960000,12.250000,12.250000,9189000
2017-10-03,12.300000,12.950000,12.170000,12.800000,12.800000,12507300
2017-10-04,12.800000,12.950000,12.450000,12.630000,12.630000,9767700
2017-10-05,12.800000,12.800000,12.210000,12.280000,12.280000,26950200
2017-10-06,12.300000,12.360000,11.910000,12.150000,12.150000,23272600
2017-10-09,12.200000,12.490000,12.120000,12.490000,12.490000,8461300
2017-10-10,12.640000,13.100000,12.600000,12.950000,12.950000,22611000
2017-10-11,12.960000,13.150000,12.540000,13.050000,13.050000,38698100
2017-10-12,13.050000,13.050000,13.050000,13.050000,13.050000,0
2017-10-13,13.170000,13.200000,12.950000,13.080000,13.080000,12893000
2017-10-16,13.120000,13.350000,13.050000,13.300000,13.300000,11794300
2017-10-17,13.350000,13.350000,12.960000,13.060000,13.060000,14573500
2017-10-18,13.200000,13.270000,12.900000,13.270000,13.270000,14825500
2017-10-19,13.110000,13.200000,13.000000,13.100000,13.100000,7741700
2017-10-20,13.060000,13.550000,13.050000,13.520000,13.520000,11584900
2017-10-23,13.550000,13.570000,13.230000,13.300000,13.300000,6943700
