Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,13.900000,14.000000,12.960000,13.060000,13.060000,2600400
2017-09-26,12.920000,13.350000,12.910000,13.100000,13.100000,1962300
2017-09-27,13.100000,13.200000,12.660000,12.740000,12.740000,2245200
2017-09-28,12.880000,12.880000,12.370000,12.470000,12.470000,2181600
2017-09-29,12.650000,12.840000,12.520000,12.670000,12.670000,1618200
2017-10-02,12.690000,13.010000,12.610000,12.760000,12.760000,1021800
2017-10-03,12.850000,13.780000,12.800000,13.700000,13.700000,2631000
2017-10-04,13.580000,14.060000,13.320000,13.830000,13.830000,2306100
2017-10-05,14.030000,15.390000,14.000000,14.530000,14.530000,6350800
2017-10-06,15.290000,15.300000,14.660000,14.930000,14.930000,2425500
2017-10-09,15.000000,15.170000,14.440000,14.930000,14.930000,3066400
2017-10-10,15.040000,15.100000,14.760000,14.970000,14.970000,904900
2017-10-11,14.930000,14.970000,14.680000,14.850000,14.850000,1180700
2017-10-12,14.850000,14.850000,14.850000,14.850000,14.850000,0
2017-10-13,14.900000,15.080000,14.770000,14.840000,14.840000,1182800
2017-10-16,14.810000,15.190000,14.790000,14.980000,14.980000,1889000
2017-10-17,15.000000,15.030000,14.600000,15.000000,15.000000,4936400
2017-10-18,15.050000,15.550000,15.050000,15.550000,15.550000,1039200
2017-10-19,15.450000,15.700000,15.290000,15.630000,15.630000,960800
2017-10-20,15.750000,15.870000,15.250000,15.390000,15.390000,1232700
2017-10-23,15.260000,15.380000,14.600000,14.780000,14.780000,3765600
