Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,11.450000,11.650000,11.300000,11.350000,11.350000,1012700
2017-09-26,11.380000,11.430000,11.300000,11.350000,11.350000,1262400
2017-09-27,11.390000,11.420000,11.160000,11.300000,11.300000,823600
2017-09-28,11.360000,11.360000,10.970000,10.970000,10.970000,867900
2017-09-29,10.970000,11.320000,10.970000,11.200000,11.200000,905400
2017-10-02,11.260000,11.310000,11.120000,11.250000,11.250000,783800
2017-10-03,11.230000,11.560000,11.190000,11.190000,11.190000,996200
2017-10-04,11.250000,11.440000,11.200000,11.350000,11.350000,1182000
2017-10-05,11.410000,11.600000,11.410000,11.560000,11.560000,656300
2017-10-06,11.550000,11.640000,11.500000,11.530000,11.530000,525100
2017-10-09,11.520000,11.570000,11.280000,11.430000,11.430000,881100
2017-10-10,11.390000,11.470000,11.270000,11.400000,11.400000,1187200
2017-10-11,11.450000,11.450000,11.400000,11.440000,11.440000,521500
2017-10-12,11.440000,11.440000,11.440000,11.440000,11.440000,0
2017-10-13,11.450000,11.620000,11.450000,11.580000,11.580000,745000
2017-10-16,11.890000,11.960000,11.690000,11.800000,11.800000,726900
2017-10-17,11.870000,11.870000,11.600000,11.650000,11.650000,903200
2017-10-18,11.740000,11.850000,11.720000,11.850000,11.850000,716300
2017-10-19,11.870000,11.880000,11.640000,11.670000,11.670000,433000
2017-10-20,11.750000,11.760000,11.470000,11.720000,11.720000,749900
2017-10-23,11.790000,11.800000,11.570000,11.630000,11.630000,332300
