Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,34.310001,34.430000,33.570000,33.849998,33.849998,1338000
2017-09-26,34.000000,34.000000,33.330002,33.459999,33.459999,1101100
2017-09-27,33.610001,33.639999,32.169998,32.750000,32.750000,1280700
2017-09-28,32.630001,32.779999,32.049999,32.630001,32.630001,1699500
2017-09-29,32.730000,33.630001,32.660000,33.279999,33.279999,1878400
2017-10-02,33.500000,33.779999,33.009998,33.650002,33.650002,1480000
2017-10-03,33.740002,34.029999,33.529999,34.009998,34.009998,1352800
2017-10-04,33.650002,34.150002,33.349998,33.720001,33.720001,800600
2017-10-05,34.099998,34.730000,33.720001,33.889999,33.889999,1229900
2017-10-06,33.880001,33.880001,33.259998,33.820000,33.820000,973500
2017-10-09,34.799999,35.270000,34.169998,34.520000,34.520000,1598500
2017-10-10,35.000000,35.150002,33.730000,33.939999,33.939999,1248400
2017-10-11,34.000000,34.330002,33.049999,33.500000,33.500000,2125900
2017-10-12,33.500000,33.500000,33.500000,33.500000,33.500000,0
2017-10-13,33.200001,33.869999,32.410000,32.410000,32.410000,1545400
2017-10-16,32.689999,32.689999,31.600000,31.879999,31.879999,1806400
2017-10-17,31.930000,32.000000,31.270000,31.389999,31.389999,1662100
2017-10-18,31.490000,31.820000,31.250000,31.400000,31.400000,1106900
2017-10-19,31.260000,31.400000,30.350000,30.600000,30.600000,2138700
2017-10-20,30.820000,31.200001,30.540001,30.750000,30.750000,1217100
2017-10-23,30.760000,31.030001,30.410000,30.500000,30.500000,1618700
