Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,33.020000,33.119999,32.610001,32.900002,32.900002,1334100
2017-09-26,32.709999,33.040001,32.299999,32.660000,32.660000,1060500
2017-09-27,32.869999,32.869999,31.900000,32.299999,32.299999,2472200
2017-09-28,32.400002,32.500000,31.860001,31.860001,31.860001,2365200
2017-09-29,31.969999,32.599998,31.670000,32.200001,32.200001,2151700
2017-10-02,32.340000,32.779999,32.070000,32.779999,32.779999,1809700
2017-10-03,33.000000,33.830002,32.790001,33.830002,33.830002,1692600
2017-10-04,33.830002,34.230000,33.560001,33.860001,33.860001,1480800
2017-10-05,34.200001,34.939999,34.040001,34.250000,34.250000,2506600
2017-10-06,34.020000,34.240002,33.580002,33.910000,33.910000,3132700
2017-10-09,33.840000,34.110001,33.570000,33.860001,33.860001,2882700
2017-10-10,34.139999,34.720001,34.040001,34.650002,34.650002,2476100
2017-10-11,34.480000,34.950001,34.130001,34.860001,34.860001,1930000
2017-10-12,34.860001,34.860001,34.860001,34.860001,34.860001,0
2017-10-13,34.660000,35.049999,34.470001,34.849998,34.849998,2856300
2017-10-16,34.849998,35.099998,34.400002,34.830002,34.830002,3467500
2017-10-17,34.830002,35.209999,34.619999,34.790001,34.790001,4703700
2017-10-18,34.700001,35.110001,34.200001,34.910000,34.910000,1585900
2017-10-19,34.560001,34.689999,34.119999,34.349998,34.349998,1306300
2017-10-20,34.419998,34.720001,34.099998,34.099998,34.099998,1211300
2017-10-23,34.180000,34.590000,33.630001,33.799999,33.799999,2336000
